L,scheme,dtype,interp,boundary_mode,oob_policy,value_repr,batch_size,threads_torch,threads_numba,float_accuracy_mean,float_f1_mean,float_roc_auc_mean,float_pr_auc_mean,lut_numpy_accuracy_mean,lut_numpy_f1_mean,lut_numpy_roc_auc_mean,lut_numpy_pr_auc_mean,lut_numba_accuracy_mean,lut_numba_f1_mean,lut_numba_roc_auc_mean,lut_numba_pr_auc_mean,float_ms_per_sample_mean,lut_numpy_ms_per_sample_mean,lut_numba_ms_per_sample_mean,lut_numpy_e2e_ms_per_sample_mean,lut_numba_e2e_ms_per_sample_mean,float_total_bytes_mean,lut_total_bytes_mean,lut_q_table_bytes_mean,lut_scale_bytes_mean,lut_y_min_bytes_mean,lut_knots_bytes_mean,float_accuracy_std,float_f1_std,float_roc_auc_std,float_pr_auc_std,lut_numpy_accuracy_std,lut_numpy_f1_std,lut_numpy_roc_auc_std,lut_numpy_pr_auc_std,lut_numba_accuracy_std,lut_numba_f1_std,lut_numba_roc_auc_std,lut_numba_pr_auc_std,float_ms_per_sample_std,lut_numpy_ms_per_sample_std,lut_numba_ms_per_sample_std,lut_numpy_e2e_ms_per_sample_std,lut_numba_e2e_ms_per_sample_std,float_total_bytes_std,lut_total_bytes_std,lut_q_table_bytes_std,lut_scale_bytes_std,lut_y_min_bytes_std,lut_knots_bytes_std
2,symmetric,int8,linear,closed,zero_spline,spline_component,1,1,1,0.9899491507086445,0.9900067768897303,0.9991061054136088,0.9990538477962826,0.9872660391647733,0.9874086673727227,0.9987830051576412,0.9986822759064673,0.9872660391647733,0.9874086673727227,0.998783005157641,0.9986822748768288,162.04043147992343,8.242163599841296,0.026612439937889577,180.65872099716216,175.29718600213528,200368.0,199728.0,66528.0,66528.0,66528.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.720445966614,1.8130593807481123,0.0036657739354825298,39.52018754587041,31.512854586651944,0.0,0.0,0.0,0.0,0.0,0.0
2,symmetric,int8,linear,closed,zero_spline,spline_component,256,1,1,0.9899491507086445,0.9900067768897303,0.9991061054136088,0.9990538477962826,0.9872660391647733,0.9874086673727227,0.9987830051576412,0.9986822759064673,0.9872660391647733,0.9874086673727227,0.998783005157641,0.9986822748768288,0.9263643210942973,0.07347631874836225,0.014169258203764912,0.7418967460944259,0.6991838710928278,200368.0,199728.0,66528.0,66528.0,66528.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20423750336909013,0.014730962834722956,0.0022817309569476106,0.11676839771289269,0.12173122515958866,0.0,0.0,0.0,0.0,0.0,0.0
2,symmetric,int8,linear,half_open,clip_x,spline_component,1,1,1,0.9899491507086445,0.9900067768897303,0.9991061054136088,0.9990538477962826,0.9872876771610949,0.9874297940625836,0.9987923795158007,0.9986921580779204,0.9872876771610949,0.9874297940625836,0.9987923795158007,0.998692156658118,159.79966111984103,7.720411879941821,0.026788559928536414,184.79290300048888,176.77315200213343,200368.0,199728.0,66528.0,66528.0,66528.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.015016562169485,1.6803837554603551,0.0049260404596272855,31.235609136687163,35.17624557075889,0.0,0.0,0.0,0.0,0.0,0.0
2,symmetric,int8,linear,half_open,clip_x,spline_component,256,1,1,0.9899491507086445,0.9900067768897303,0.9991061054136088,0.9990538477962826,0.9872876771610949,0.9874297940625836,0.9987923795158007,0.9986921580779204,0.9872876771610949,0.9874297940625836,0.9987923795158007,0.998692156658118,0.9127607160171465,0.06867535976743966,0.01434240390699415,0.7300390625096043,0.6940596171807556,200368.0,199728.0,66528.0,66528.0,66528.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17255914592317728,0.015591413190646787,0.0026519165356154867,0.12848149227835778,0.09385292920600073,0.0,0.0,0.0,0.0,0.0,0.0
2,symmetric,int8,linear,half_open,zero_spline,spline_component,1,1,1,0.9899491507086445,0.9900067768897303,0.9991061054136088,0.9990538477962826,0.9872660391647733,0.9874086673727227,0.9987830051576412,0.9986822759064673,0.9872660391647733,0.9874086673727227,0.998783005157641,0.9986822748768288,146.70913556031883,7.682774280384183,0.025476239807903766,164.04237899929285,167.41508199833333,200368.0,199728.0,66528.0,66528.0,66528.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.881587760571521,0.14597068690065731,0.0007969916126434366,2.3975484068009307,12.30486908851218,0.0,0.0,0.0,0.0,0.0,0.0
2,symmetric,int8,linear,half_open,zero_spline,spline_component,256,1,1,0.9899491507086445,0.9900067768897303,0.9991061054136088,0.9990538477962826,0.9872660391647733,0.9874086673727227,0.9987830051576412,0.9986822759064673,0.9872660391647733,0.9874086673727227,0.998783005157641,0.9986822748768288,0.8678428699204233,0.07364711250193068,0.014150977343888371,0.7447106366998923,0.7075981015623256,200368.0,199728.0,66528.0,66528.0,66528.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061354544494048764,0.01356357268959477,0.002293269093333857,0.1488090623115473,0.148578633780539,0.0,0.0,0.0,0.0,0.0,0.0
4,asymmetric,uint8,linear,closed,clip_x,spline_component,1,1,1,0.9899491507086445,0.9900067768897303,0.9991061054136088,0.9990538477962826,0.9886184139348696,0.9887163205766261,0.9989403569103568,0.9988634639096444,0.9886184139348696,0.9887163205766261,0.9989403566762552,0.9988634629861519,146.96422460004686,6.782316840067506,0.026597600243985654,164.19028099626303,162.14774100109935,200368.0,266256.0,133056.0,66528.0,66528.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.652804020508052,0.0876236798100552,0.0013575969497083091,0.8016534947572221,0.5690039491237133,0.0,0.0,0.0,0.0,0.0,0.0
4,asymmetric,uint8,linear,closed,clip_x,spline_component,256,1,1,0.9899491507086445,0.9900067768897303,0.9991061054136088,0.9990538477962826,0.9886184139348696,0.9887163205766261,0.9989403569103568,0.9988634639096444,0.9886184139348696,0.9887163205766261,0.9989403566762552,0.9988634629861519,0.8333176304695371,0.061866492966146325,0.013032205468334723,0.6743388124777994,0.6593971796792175,200368.0,266256.0,133056.0,66528.0,66528.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01054019368178242,0.001777566324350071,0.00020928098004710695,0.009332218939818672,0.01134985002615804,0.0,0.0,0.0,0.0,0.0,0.0
4,asymmetric,uint8,linear,closed,zero_spline,spline_component,1,1,1,0.9899491507086445,0.9900067768897303,0.9991061054136088,0.9990538477962826,0.9886184139348696,0.9887163205766261,0.9989393163294451,0.9988621728749842,0.9886184139348696,0.9887163205766261,0.9989393198409668,0.9988621815030558,146.70467516016214,7.449582239985466,0.02534055970609188,164.49500599410385,162.50952600035816,200368.0,266256.0,133056.0,66528.0,66528.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6283515384919898,0.0570954344771831,0.0012772982186164475,1.8980396732067824,1.4070397153838392,0.0,0.0,0.0,0.0,0.0,0.0
4,asymmetric,uint8,linear,closed,zero_spline,spline_component,256,1,1,0.9899491507086445,0.9900067768897303,0.9991061054136088,0.9990538477962826,0.9886184139348696,0.9887163205766261,0.9989393163294451,0.9988621728749842,0.9886184139348696,0.9887163205766261,0.9989393198409668,0.9988621815030558,0.835507393359876,0.06579468242125586,0.012886700002127327,0.6858437734626932,0.6496089804386429,200368.0,266256.0,133056.0,66528.0,66528.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023921411833731577,0.0013476586012483504,0.00013989705324748936,0.009774532825506055,0.013107813327877825,0.0,0.0,0.0,0.0,0.0,0.0
