status,tag,seed,L,scheme,dtype,interp,boundary_mode,oob_policy,value_repr,calib_split,num_samples,lut_dir,primary_eval_report,build_seconds,error
OK,seed0_L16_symmetric_int8_linear_half_open_zero_spline_spline_component,0,16,symmetric,int8,linear,half_open,zero_spline,spline_component,train,4096,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L16_symmetric_int8_linear_half_open_zero_spline_spline_component,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L16_symmetric_int8_linear_half_open_zero_spline_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,16.230,
OK,seed0_L16_asymmetric_uint8_linear_closed_clip_x_spline_component,0,16,asymmetric,uint8,linear,closed,clip_x,spline_component,train,4096,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L16_asymmetric_uint8_linear_closed_clip_x_spline_component,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L16_asymmetric_uint8_linear_closed_clip_x_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,15.794,
OK,seed0_L16_asymmetric_uint8_linear_closed_zero_spline_spline_component,0,16,asymmetric,uint8,linear,closed,zero_spline,spline_component,train,4096,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L16_asymmetric_uint8_linear_closed_zero_spline_spline_component,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L16_asymmetric_uint8_linear_closed_zero_spline_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,15.802,
OK,seed0_L16_asymmetric_uint8_linear_half_open_clip_x_spline_component,0,16,asymmetric,uint8,linear,half_open,clip_x,spline_component,train,4096,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L16_asymmetric_uint8_linear_half_open_clip_x_spline_component,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L16_asymmetric_uint8_linear_half_open_clip_x_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,15.706,
OK,seed0_L16_asymmetric_uint8_linear_half_open_zero_spline_spline_component,0,16,asymmetric,uint8,linear,half_open,zero_spline,spline_component,train,4096,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L16_asymmetric_uint8_linear_half_open_zero_spline_spline_component,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L16_asymmetric_uint8_linear_half_open_zero_spline_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,15.825,
OK,seed0_L32_symmetric_int8_linear_closed_clip_x_spline_component,0,32,symmetric,int8,linear,closed,clip_x,spline_component,train,4096,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L32_symmetric_int8_linear_closed_clip_x_spline_component,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L32_symmetric_int8_linear_closed_clip_x_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,15.972,
OK,seed0_L32_symmetric_int8_linear_closed_zero_spline_spline_component,0,32,symmetric,int8,linear,closed,zero_spline,spline_component,train,4096,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L32_symmetric_int8_linear_closed_zero_spline_spline_component,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L32_symmetric_int8_linear_closed_zero_spline_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,16.029,
OK,seed0_L32_symmetric_int8_linear_half_open_clip_x_spline_component,0,32,symmetric,int8,linear,half_open,clip_x,spline_component,train,4096,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L32_symmetric_int8_linear_half_open_clip_x_spline_component,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L32_symmetric_int8_linear_half_open_clip_x_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,16.124,
OK,seed0_L32_symmetric_int8_linear_half_open_zero_spline_spline_component,0,32,symmetric,int8,linear,half_open,zero_spline,spline_component,train,4096,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L32_symmetric_int8_linear_half_open_zero_spline_spline_component,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L32_symmetric_int8_linear_half_open_zero_spline_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,16.152,
OK,seed0_L32_asymmetric_uint8_linear_closed_clip_x_spline_component,0,32,asymmetric,uint8,linear,closed,clip_x,spline_component,train,4096,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L32_asymmetric_uint8_linear_closed_clip_x_spline_component,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L32_asymmetric_uint8_linear_closed_clip_x_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,15.988,
OK,seed0_L32_asymmetric_uint8_linear_closed_zero_spline_spline_component,0,32,asymmetric,uint8,linear,closed,zero_spline,spline_component,train,4096,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L32_asymmetric_uint8_linear_closed_zero_spline_spline_component,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L32_asymmetric_uint8_linear_closed_zero_spline_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,16.236,
OK,seed0_L32_asymmetric_uint8_linear_half_open_clip_x_spline_component,0,32,asymmetric,uint8,linear,half_open,clip_x,spline_component,train,4096,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L32_asymmetric_uint8_linear_half_open_clip_x_spline_component,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L32_asymmetric_uint8_linear_half_open_clip_x_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,16.150,
OK,seed0_L32_asymmetric_uint8_linear_half_open_zero_spline_spline_component,0,32,asymmetric,uint8,linear,half_open,zero_spline,spline_component,train,4096,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L32_asymmetric_uint8_linear_half_open_zero_spline_spline_component,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L32_asymmetric_uint8_linear_half_open_zero_spline_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,16.015,
OK,seed0_L64_symmetric_int8_linear_closed_clip_x_spline_component,0,64,symmetric,int8,linear,closed,clip_x,spline_component,train,4096,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L64_symmetric_int8_linear_closed_clip_x_spline_component,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L64_symmetric_int8_linear_closed_clip_x_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,16.766,
OK,seed0_L64_symmetric_int8_linear_closed_zero_spline_spline_component,0,64,symmetric,int8,linear,closed,zero_spline,spline_component,train,4096,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L64_symmetric_int8_linear_closed_zero_spline_spline_component,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L64_symmetric_int8_linear_closed_zero_spline_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,16.441,
OK,seed0_L64_symmetric_int8_linear_half_open_clip_x_spline_component,0,64,symmetric,int8,linear,half_open,clip_x,spline_component,train,4096,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L64_symmetric_int8_linear_half_open_clip_x_spline_component,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L64_symmetric_int8_linear_half_open_clip_x_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,16.603,
OK,seed0_L64_symmetric_int8_linear_half_open_zero_spline_spline_component,0,64,symmetric,int8,linear,half_open,zero_spline,spline_component,train,4096,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L64_symmetric_int8_linear_half_open_zero_spline_spline_component,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L64_symmetric_int8_linear_half_open_zero_spline_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,16.737,
OK,seed0_L64_asymmetric_uint8_linear_closed_clip_x_spline_component,0,64,asymmetric,uint8,linear,closed,clip_x,spline_component,train,4096,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L64_asymmetric_uint8_linear_closed_clip_x_spline_component,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L64_asymmetric_uint8_linear_closed_clip_x_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,16.458,
OK,seed0_L64_asymmetric_uint8_linear_closed_zero_spline_spline_component,0,64,asymmetric,uint8,linear,closed,zero_spline,spline_component,train,4096,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L64_asymmetric_uint8_linear_closed_zero_spline_spline_component,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L64_asymmetric_uint8_linear_closed_zero_spline_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,16.431,
OK,seed0_L64_asymmetric_uint8_linear_half_open_clip_x_spline_component,0,64,asymmetric,uint8,linear,half_open,clip_x,spline_component,train,4096,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L64_asymmetric_uint8_linear_half_open_clip_x_spline_component,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L64_asymmetric_uint8_linear_half_open_clip_x_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,16.538,
OK,seed0_L64_asymmetric_uint8_linear_half_open_zero_spline_spline_component,0,64,asymmetric,uint8,linear,half_open,zero_spline,spline_component,train,4096,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L64_asymmetric_uint8_linear_half_open_zero_spline_spline_component,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L64_asymmetric_uint8_linear_half_open_zero_spline_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,16.547,
OK,seed0_L128_symmetric_int8_linear_closed_clip_x_spline_component,0,128,symmetric,int8,linear,closed,clip_x,spline_component,train,4096,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L128_symmetric_int8_linear_closed_clip_x_spline_component,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L128_symmetric_int8_linear_closed_clip_x_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,17.655,
OK,seed0_L128_symmetric_int8_linear_closed_zero_spline_spline_component,0,128,symmetric,int8,linear,closed,zero_spline,spline_component,train,4096,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L128_symmetric_int8_linear_closed_zero_spline_spline_component,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L128_symmetric_int8_linear_closed_zero_spline_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,17.534,
OK,seed0_L128_symmetric_int8_linear_half_open_clip_x_spline_component,0,128,symmetric,int8,linear,half_open,clip_x,spline_component,train,4096,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L128_symmetric_int8_linear_half_open_clip_x_spline_component,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L128_symmetric_int8_linear_half_open_clip_x_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,17.330,
OK,seed0_L128_symmetric_int8_linear_half_open_zero_spline_spline_component,0,128,symmetric,int8,linear,half_open,zero_spline,spline_component,train,4096,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L128_symmetric_int8_linear_half_open_zero_spline_spline_component,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L128_symmetric_int8_linear_half_open_zero_spline_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,17.209,
OK,seed0_L128_asymmetric_uint8_linear_closed_clip_x_spline_component,0,128,asymmetric,uint8,linear,closed,clip_x,spline_component,train,4096,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L128_asymmetric_uint8_linear_closed_clip_x_spline_component,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L128_asymmetric_uint8_linear_closed_clip_x_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,17.381,
OK,seed0_L128_asymmetric_uint8_linear_closed_zero_spline_spline_component,0,128,asymmetric,uint8,linear,closed,zero_spline,spline_component,train,4096,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L128_asymmetric_uint8_linear_closed_zero_spline_spline_component,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L128_asymmetric_uint8_linear_closed_zero_spline_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,17.338,
OK,seed0_L128_asymmetric_uint8_linear_half_open_clip_x_spline_component,0,128,asymmetric,uint8,linear,half_open,clip_x,spline_component,train,4096,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L128_asymmetric_uint8_linear_half_open_clip_x_spline_component,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L128_asymmetric_uint8_linear_half_open_clip_x_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,17.425,
OK,seed0_L128_asymmetric_uint8_linear_half_open_zero_spline_spline_component,0,128,asymmetric,uint8,linear,half_open,zero_spline,spline_component,train,4096,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L128_asymmetric_uint8_linear_half_open_zero_spline_spline_component,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L128_asymmetric_uint8_linear_half_open_zero_spline_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,17.447,
OK,seed0_L256_symmetric_int8_linear_closed_clip_x_spline_component,0,256,symmetric,int8,linear,closed,clip_x,spline_component,train,4096,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L256_symmetric_int8_linear_closed_clip_x_spline_component,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L256_symmetric_int8_linear_closed_clip_x_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,19.128,
OK,seed0_L256_symmetric_int8_linear_closed_zero_spline_spline_component,0,256,symmetric,int8,linear,closed,zero_spline,spline_component,train,4096,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L256_symmetric_int8_linear_closed_zero_spline_spline_component,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L256_symmetric_int8_linear_closed_zero_spline_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,19.106,
OK,seed0_L256_symmetric_int8_linear_half_open_clip_x_spline_component,0,256,symmetric,int8,linear,half_open,clip_x,spline_component,train,4096,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L256_symmetric_int8_linear_half_open_clip_x_spline_component,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L256_symmetric_int8_linear_half_open_clip_x_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,19.145,
OK,seed0_L256_symmetric_int8_linear_half_open_zero_spline_spline_component,0,256,symmetric,int8,linear,half_open,zero_spline,spline_component,train,4096,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L256_symmetric_int8_linear_half_open_zero_spline_spline_component,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L256_symmetric_int8_linear_half_open_zero_spline_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,19.086,
OK,seed0_L256_asymmetric_uint8_linear_closed_clip_x_spline_component,0,256,asymmetric,uint8,linear,closed,clip_x,spline_component,train,4096,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L256_asymmetric_uint8_linear_closed_clip_x_spline_component,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L256_asymmetric_uint8_linear_closed_clip_x_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,19.181,
OK,seed0_L256_asymmetric_uint8_linear_closed_zero_spline_spline_component,0,256,asymmetric,uint8,linear,closed,zero_spline,spline_component,train,4096,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L256_asymmetric_uint8_linear_closed_zero_spline_spline_component,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L256_asymmetric_uint8_linear_closed_zero_spline_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,18.959,
OK,seed0_L256_asymmetric_uint8_linear_half_open_clip_x_spline_component,0,256,asymmetric,uint8,linear,half_open,clip_x,spline_component,train,4096,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L256_asymmetric_uint8_linear_half_open_clip_x_spline_component,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L256_asymmetric_uint8_linear_half_open_clip_x_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,28.099,
OK,seed0_L256_asymmetric_uint8_linear_half_open_zero_spline_spline_component,0,256,asymmetric,uint8,linear,half_open,zero_spline,spline_component,train,4096,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L256_asymmetric_uint8_linear_half_open_zero_spline_spline_component,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed0_L256_asymmetric_uint8_linear_half_open_zero_spline_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,28.412,
OK,seed1_L2_symmetric_int8_linear_closed_clip_x_spline_component,1,2,symmetric,int8,linear,closed,clip_x,spline_component,train,4096,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed1_L2_symmetric_int8_linear_closed_clip_x_spline_component,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed1_L2_symmetric_int8_linear_closed_clip_x_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,21.005,
OK,seed1_L2_symmetric_int8_linear_closed_zero_spline_spline_component,1,2,symmetric,int8,linear,closed,zero_spline,spline_component,train,4096,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed1_L2_symmetric_int8_linear_closed_zero_spline_spline_component,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed1_L2_symmetric_int8_linear_closed_zero_spline_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,22.453,
OK,seed1_L2_symmetric_int8_linear_half_open_clip_x_spline_component,1,2,symmetric,int8,linear,half_open,clip_x,spline_component,train,4096,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed1_L2_symmetric_int8_linear_half_open_clip_x_spline_component,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed1_L2_symmetric_int8_linear_half_open_clip_x_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,22.352,
OK,seed1_L2_symmetric_int8_linear_half_open_zero_spline_spline_component,1,2,symmetric,int8,linear,half_open,zero_spline,spline_component,train,4096,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed1_L2_symmetric_int8_linear_half_open_zero_spline_spline_component,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed1_L2_symmetric_int8_linear_half_open_zero_spline_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,20.480,
OK,seed1_L2_asymmetric_uint8_linear_closed_clip_x_spline_component,1,2,asymmetric,uint8,linear,closed,clip_x,spline_component,train,4096,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed1_L2_asymmetric_uint8_linear_closed_clip_x_spline_component,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed1_L2_asymmetric_uint8_linear_closed_clip_x_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,23.335,
OK,seed1_L2_asymmetric_uint8_linear_closed_zero_spline_spline_component,1,2,asymmetric,uint8,linear,closed,zero_spline,spline_component,train,4096,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed1_L2_asymmetric_uint8_linear_closed_zero_spline_spline_component,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed1_L2_asymmetric_uint8_linear_closed_zero_spline_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,24.557,
OK,seed1_L2_asymmetric_uint8_linear_half_open_clip_x_spline_component,1,2,asymmetric,uint8,linear,half_open,clip_x,spline_component,train,4096,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed1_L2_asymmetric_uint8_linear_half_open_clip_x_spline_component,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed1_L2_asymmetric_uint8_linear_half_open_clip_x_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,16.024,
OK,seed1_L2_asymmetric_uint8_linear_half_open_zero_spline_spline_component,1,2,asymmetric,uint8,linear,half_open,zero_spline,spline_component,train,4096,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed1_L2_asymmetric_uint8_linear_half_open_zero_spline_spline_component,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed1_L2_asymmetric_uint8_linear_half_open_zero_spline_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,26.577,
OK,seed1_L4_symmetric_int8_linear_closed_clip_x_spline_component,1,4,symmetric,int8,linear,closed,clip_x,spline_component,train,4096,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed1_L4_symmetric_int8_linear_closed_clip_x_spline_component,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed1_L4_symmetric_int8_linear_closed_clip_x_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,16.909,
OK,seed1_L4_symmetric_int8_linear_closed_zero_spline_spline_component,1,4,symmetric,int8,linear,closed,zero_spline,spline_component,train,4096,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed1_L4_symmetric_int8_linear_closed_zero_spline_spline_component,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed1_L4_symmetric_int8_linear_closed_zero_spline_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,25.511,
OK,seed1_L4_symmetric_int8_linear_half_open_clip_x_spline_component,1,4,symmetric,int8,linear,half_open,clip_x,spline_component,train,4096,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed1_L4_symmetric_int8_linear_half_open_clip_x_spline_component,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed1_L4_symmetric_int8_linear_half_open_clip_x_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,15.566,
OK,seed1_L4_symmetric_int8_linear_half_open_zero_spline_spline_component,1,4,symmetric,int8,linear,half_open,zero_spline,spline_component,train,4096,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed1_L4_symmetric_int8_linear_half_open_zero_spline_spline_component,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed1_L4_symmetric_int8_linear_half_open_zero_spline_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,15.385,
OK,seed1_L4_asymmetric_uint8_linear_closed_clip_x_spline_component,1,4,asymmetric,uint8,linear,closed,clip_x,spline_component,train,4096,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed1_L4_asymmetric_uint8_linear_closed_clip_x_spline_component,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed1_L4_asymmetric_uint8_linear_closed_clip_x_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,15.401,
OK,seed1_L4_asymmetric_uint8_linear_closed_zero_spline_spline_component,1,4,asymmetric,uint8,linear,closed,zero_spline,spline_component,train,4096,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed1_L4_asymmetric_uint8_linear_closed_zero_spline_spline_component,experiment_data\runs\20260102_201007_seed42_DoS_Hulk_w32-16_g5_k3\lut_sweeps_v2\seed1_L4_asymmetric_uint8_linear_closed_zero_spline_spline_component\eval\bs1_tt1_tn1\lut_report_unified.json,15.519,
